"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"SpiceJet","03/03/2019","Delhi","Cochin","DEL → MAA → COK","06:10 AM","11:20 AM","5h 10m","1 stop","No info",119
"IndiGo","06/27/2019","Kolkata","Banglore","CCU → BLR","05:15 PM","07:50 PM","2h 35m","non-stop","No info",59
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","04:20 PM","9h 50m","1 stop","In-flight meal not included",105
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → LKO → BOM → COK","09:25 AM","12:35 PM","27h 10m","2 stops","No info",169
"Jet Airways","05/21/2019","Banglore","Delhi","BLR → DEL","03:50 PM","06:45 PM","2h 55m","non-stop","No info",88
"Air India","03/24/2019","Mumbai","Hyderabad","BOM → HYD","06:20 AM","07:40 AM","1h 20m","non-stop","No info",31
"IndiGo","05/21/2019","Banglore","Delhi","BLR → DEL","09:15 PM","12:15 AM","3h","non-stop","No info",48
"SpiceJet","04/24/2019","Delhi","Cochin","DEL → PNQ → COK","08:45 AM","01:15 PM","4h 30m","1 stop","No check-in baggage included",58
"Jet Airways","03/24/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","10:35 PM","16h 5m","1 stop","In-flight meal not included",108
"Air India","03/21/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","07:15 PM","10h 15m","1 stop","No info",84
"Air Asia","03/21/2019","Delhi","Cochin","DEL → BLR → COK","04:45 PM","07:10 AM","14h 25m","1 stop","No info",75
"Air India","05/21/2019","Kolkata","Banglore","CCU → BOM → GOI → BLR","04:50 PM","05:35 AM","12h 45m","2 stops","No info",150
"Jet Airways","03/09/2019","Banglore","New Delhi","BLR → BOM → DEL","05:45 AM","10:25 AM","4h 40m","1 stop","In-flight meal not included",135
"Air Asia","03/03/2019","Kolkata","Banglore","CCU → BLR","07:35 PM","10:05 PM","2h 30m","non-stop","No info",73
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","10:05 PM","25h 40m","1 stop","No info",173
"Jet Airways","05/15/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","02:25 PM","28h 50m","1 stop","No info",140
"SpiceJet","05/21/2019","Kolkata","Banglore","CCU → BLR","10:20 PM","12:40 AM","2h 20m","non-stop","No info",47
"Multiple carriers","03/21/2019","Delhi","Cochin","DEL → BOM → COK","03:00 PM","01:35 AM","10h 35m","1 stop","No info",165
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → BOM → BLR","08:00 PM","08:15 AM","12h 15m","1 stop","In-flight meal not included",132
"IndiGo","03/03/2019","Banglore","New Delhi","BLR → DEL","01:30 AM","04:15 AM","2h 45m","non-stop","No info",75
"Jet Airways","06/27/2019","Delhi","Cochin","DEL → BOM → COK","02:00 PM","07:00 PM","5h","1 stop","In-flight meal not included",125
"Air Asia","04/06/2019","Banglore","Delhi","BLR → DEL","11:10 AM","01:55 PM","2h 45m","non-stop","No info",41
"Air India","06/09/2019","Kolkata","Banglore","CCU → DEL → BLR","05:30 PM","08:25 PM","26h 55m","1 stop","No info",127
"Jet Airways","06/09/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","07:10 PM","9h 35m","1 stop","In-flight meal not included",171
"Air India","05/21/2019","Kolkata","Banglore","CCU → IXR → DEL → BLR","05:50 AM","11:15 PM","17h 25m","2 stops","No info",160
"Multiple carriers","03/21/2019","Delhi","Cochin","DEL → BOM → COK","08:25 AM","06:50 PM","10h 25m","1 stop","No info",159
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → AMD → BOM → COK","07:10 PM","12:35 PM","17h 25m","2 stops","No info",185
"GoAir","06/09/2019","Banglore","Delhi","BLR → DEL","08:55 PM","11:40 PM","2h 45m","non-stop","No info",48
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → BOM → BLR","08:25 AM","04:20 PM","7h 55m","1 stop","No info",170
"Air India","03/21/2019","Banglore","New Delhi","BLR → VGA → DEL","10:30 AM","11:20 AM","24h 50m","1 stop","No info",78
"Multiple carriers","06/01/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","09:00 PM","13h 55m","1 stop","In-flight meal not included",127
"IndiGo","06/06/2019","Delhi","Cochin","DEL → BOM → COK","03:00 PM","01:30 AM","10h 30m","1 stop","No info",72
"IndiGo","03/27/2019","Delhi","Cochin","DEL → BOM → COK","10:45 AM","09:00 PM","10h 15m","1 stop","No info",83
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","07:50 PM","13h 20m","1 stop","No info",180
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → BOM → COK","07:45 PM","04:25 AM","8h 40m","1 stop","In-flight meal not included",129
"Multiple carriers","05/15/2019","Delhi","Cochin","DEL → HYD → COK","01:05 PM","10:30 PM","9h 25m","1 stop","No info",118
"Vistara","06/06/2019","Delhi","Cochin","DEL → COK","06:00 AM","09:10 AM","3h 10m","non-stop","No info",76
"Jet Airways","05/12/2019","Delhi","Cochin","DEL → COK","11:00 AM","02:15 PM","3h 15m","non-stop","No info",117
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","04:40 AM","7h 30m","1 stop","No info",180
"Jet Airways","05/06/2019","Banglore","Delhi","BLR → DEL","07:10 AM","10:10 AM","3h","non-stop","No info",88
"IndiGo","03/09/2019","Kolkata","Banglore","CCU → BLR","10:10 PM","12:55 AM","2h 45m","non-stop","No info",51
"Multiple carriers","06/27/2019","Delhi","Cochin","DEL → BOM → COK","11:40 AM","07:15 PM","7h 35m","1 stop","In-flight meal not included",89
"Air India","06/01/2019","Kolkata","Banglore","CCU → BLR","02:15 PM","04:45 PM","2h 30m","non-stop","No info",76
"Jet Airways","06/01/2019","Delhi","Cochin","DEL → NAG → BOM → COK","06:45 AM","04:25 AM","21h 40m","2 stops","No info",163
"Air Asia","04/18/2019","Banglore","Delhi","BLR → DEL","11:55 PM","02:45 AM","2h 50m","non-stop","No info",55
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","04:25 AM","26h 10m","1 stop","In-flight meal not included",142
"Vistara","03/24/2019","Kolkata","Banglore","CCU → DEL → BLR","05:00 PM","09:10 AM","16h 10m","1 stop","No info",162
"Jet Airways","06/21/2019","Banglore","Delhi","BLR → DEL","06:55 PM","10:00 PM","3h 5m","non-stop","In-flight meal not included",95
"IndiGo","04/01/2019","Mumbai","Hyderabad","BOM → HYD","07:05 PM","08:35 PM","1h 30m","non-stop","No info",34
"Air India","06/12/2019","Delhi","Cochin","DEL → GOI → BOM → COK","10:00 PM","07:15 PM","21h 15m","2 stops","No info",125
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → JAI → BOM → COK","09:40 AM","12:35 PM","26h 55m","2 stops","In-flight meal not included",126
"Air India","06/06/2019","Delhi","Cochin","DEL → HYD → MAA → COK","07:05 AM","09:25 AM","26h 20m","2 stops","No info",140
"Jet Airways","03/03/2019","Delhi","Cochin","DEL → IDR → BOM → COK","05:25 AM","04:25 AM","23h","2 stops","No info",229
"IndiGo","03/09/2019","Kolkata","Banglore","CCU → BLR","03:10 PM","05:45 PM","2h 35m","non-stop","No info",54
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","07:10 PM","22h 45m","1 stop","No info",159
"Jet Airways","04/01/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","07:50 PM","24h 55m","1 stop","No info",155
"Vistara","06/03/2019","Chennai","Kolkata","MAA → CCU","07:05 AM","09:20 AM","2h 15m","non-stop","No info",45
"IndiGo","03/27/2019","Delhi","Cochin","DEL → BOM → COK","05:30 PM","01:35 AM","8h 5m","1 stop","No info",81
"Air India","03/09/2019","Delhi","Cochin","DEL → BOM → COK","09:40 PM","07:40 AM","10h","1 stop","No info",169
"IndiGo","03/03/2019","Banglore","New Delhi","BLR → DEL","08:30 AM","11:30 AM","3h","non-stop","No info",84
"Air India","05/12/2019","Kolkata","Banglore","CCU → BBI → BOM → BLR","12:00 PM","11:10 AM","23h 10m","2 stops","No info",130
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → BOM → COK","10:50 PM","04:25 AM","5h 35m","1 stop","No info",179
"Jet Airways","06/12/2019","Delhi","Cochin","DEL → BOM → COK","07:45 PM","07:00 PM","23h 15m","1 stop","In-flight meal not included",125
"IndiGo","05/21/2019","Mumbai","Hyderabad","BOM → HYD","07:05 PM","08:35 PM","1h 30m","non-stop","No info",34
"Air Asia","03/24/2019","Kolkata","Banglore","CCU → DEL → BLR","07:35 AM","10:55 PM","15h 20m","1 stop","No info",83
"Multiple carriers","05/21/2019","Delhi","Cochin","DEL → BOM → COK","04:00 PM","01:30 AM","9h 30m","1 stop","No info",172
"Jet Airways","05/21/2019","Delhi","Cochin","DEL → ATQ → BOM → COK","08:00 PM","04:25 AM","8h 25m","2 stops","In-flight meal not included",187
"Jet Airways","03/09/2019","Delhi","Cochin","DEL → BOM → COK","06:15 PM","04:25 AM","10h 10m","1 stop","In-flight meal not included",171
"Jet Airways","06/27/2019","Mumbai","Hyderabad","BOM → HYD","07:05 AM","08:30 AM","1h 25m","non-stop","No info",98
"Air India","06/06/2019","Kolkata","Banglore","CCU → IXR → DEL → BLR","05:50 AM","08:55 AM","27h 5m","2 stops","No info",155
"Jet Airways","06/27/2019","Delhi","Cochin","DEL → BOM → COK","02:00 PM","12:35 PM","22h 35m","1 stop","In-flight meal not included",125
"Air Asia","03/27/2019","Delhi","Cochin","DEL → BLR → COK","04:45 PM","07:10 AM","14h 25m","1 stop","No info",75
"SpiceJet","06/03/2019","Delhi","Cochin","DEL → BLR → COK","05:55 PM","10:50 PM","4h 55m","1 stop","No info",66
"Vistara","05/21/2019","Kolkata","Banglore","CCU → DEL → BLR","08:20 PM","08:20 PM","24h","1 stop","No info",114
"Air India","06/15/2019","Delhi","Cochin","DEL → JDH → BOM → COK","12:55 PM","07:15 PM","30h 20m","2 stops","No info",154
"Jet Airways","06/27/2019","Delhi","Cochin","DEL → AMD → BOM → COK","01:25 PM","12:35 PM","23h 10m","2 stops","In-flight meal not included",136
"IndiGo","03/06/2019","Mumbai","Hyderabad","BOM → HYD","04:55 PM","06:25 PM","1h 30m","non-stop","No info",58
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","09:50 PM","04:25 AM","6h 35m","1 stop","No info",149
"Air Asia","06/09/2019","Kolkata","Banglore","CCU → DEL → BLR","10:40 PM","10:40 AM","12h","1 stop","No info",138
"Air Asia","04/18/2019","Kolkata","Banglore","CCU → BLR","07:55 PM","10:25 PM","2h 30m","non-stop","No info",54
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","08:55 AM","09:20 PM","12h 25m","1 stop","No info",204
"Air India","05/27/2019","Mumbai","Hyderabad","BOM → HYD","07:30 PM","08:45 PM","1h 15m","non-stop","No info",38
"Jet Airways","05/18/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","07:00 PM","13h 30m","2 stops","In-flight meal not included",159
"IndiGo","06/12/2019","Kolkata","Banglore","CCU → BLR","02:25 PM","04:55 PM","2h 30m","non-stop","No info",59
"Vistara","05/24/2019","Kolkata","Banglore","CCU → DEL → BLR","07:10 AM","08:20 PM","13h 10m","1 stop","No info",117
"Jet Airways","06/27/2019","Delhi","Cochin","DEL → BOM → COK","03:00 PM","12:35 PM","21h 35m","1 stop","In-flight meal not included",125
"Air Asia","03/24/2019","Kolkata","Banglore","CCU → BLR","07:35 PM","10:05 PM","2h 30m","non-stop","No info",73
"IndiGo","06/12/2019","Delhi","Cochin","DEL → BLR → COK","02:00 AM","07:45 AM","5h 45m","1 stop","No info",78
"Air India","04/09/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","07:15 PM","11h 15m","1 stop","No info",78
"SpiceJet","03/18/2019","Chennai","Kolkata","MAA → CCU","08:20 AM","10:35 AM","2h 15m","non-stop","No check-in baggage included",46
"Multiple carriers","06/03/2019","Delhi","Cochin","DEL → BOM → COK","04:00 PM","01:30 AM","9h 30m","1 stop","No info",163
"SpiceJet","04/12/2019","Kolkata","Banglore","CCU → BLR","09:00 AM","11:25 AM","2h 25m","non-stop","No check-in baggage included",47
"Air India","06/06/2019","Kolkata","Banglore","CCU → MAA → BLR","02:35 PM","02:35 PM","24h","1 stop","No info",80
"Air India","05/24/2019","Mumbai","Hyderabad","BOM → HYD","06:20 AM","07:40 AM","1h 20m","non-stop","No info",38
"Vistara","06/24/2019","Chennai","Kolkata","MAA → CCU","07:45 AM","10:00 AM","2h 15m","non-stop","No info",45
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","08:00 AM","05:05 AM","21h 5m","1 stop","No info",181
"IndiGo","06/12/2019","Banglore","Delhi","BLR → DEL","04:00 AM","06:50 AM","2h 50m","non-stop","No info",48
"Jet Airways","06/12/2019","Delhi","Cochin","DEL → BOM → COK","08:55 PM","04:25 AM","7h 30m","1 stop","No info",179
"SpiceJet","04/24/2019","Kolkata","Banglore","CCU → MAA → BLR","03:05 PM","08:20 PM","5h 15m","1 stop","No info",59
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","10:35 PM","8h 30m","1 stop","In-flight meal not included",132
"IndiGo","03/18/2019","Banglore","New Delhi","BLR → HYD → DEL","12:10 PM","05:05 PM","4h 55m","1 stop","No info",54
"IndiGo","05/21/2019","Mumbai","Hyderabad","BOM → HYD","02:35 AM","04:05 AM","1h 30m","non-stop","No info",34
"Jet Airways","04/06/2019","Banglore","Delhi","BLR → DEL","07:50 PM","10:50 PM","3h","non-stop","No info",88
"IndiGo","03/09/2019","Banglore","New Delhi","BLR → DEL","11:30 PM","02:20 AM","2h 50m","non-stop","No info",69
"Multiple carriers","05/09/2019","Delhi","Cochin","DEL → BOM → COK","05:00 PM","01:30 AM","8h 30m","1 stop","No info",115
"Jet Airways","06/15/2019","Delhi","Cochin","DEL → BOM → COK","07:45 PM","07:00 PM","23h 15m","1 stop","In-flight meal not included",125
"Air India","06/09/2019","Delhi","Cochin","DEL → HYD → BOM → COK","05:15 PM","07:40 AM","14h 25m","2 stops","No info",149
"Vistara","05/06/2019","Banglore","Delhi","BLR → DEL","11:30 AM","02:20 PM","2h 50m","non-stop","No info",57
"Jet Airways","03/21/2019","Banglore","New Delhi","BLR → BOM → DEL","05:45 AM","12:45 AM","19h","1 stop","In-flight meal not included",96
"SpiceJet","03/21/2019","Banglore","New Delhi","BLR → DEL","09:35 AM","12:30 PM","2h 55m","non-stop","No info",60
"Air India","03/03/2019","Banglore","New Delhi","BLR → CCU → GAU → DEL","05:50 AM","10:10 PM","40h 20m","2 stops","No info",144
"SpiceJet","04/12/2019","Kolkata","Banglore","CCU → BLR","06:55 AM","09:30 AM","2h 35m","non-stop","No check-in baggage included",47
"GoAir","04/03/2019","Banglore","Delhi","BLR → DEL","08:55 PM","11:40 PM","2h 45m","non-stop","No info",52
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","02:05 PM","12:45 AM","10h 40m","1 stop","No info",181
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → JAI → BOM → COK","09:40 AM","07:00 PM","9h 20m","2 stops","No info",159
"Multiple carriers","06/09/2019","Delhi","Cochin","DEL → BOM → COK","10:20 AM","07:00 PM","8h 40m","1 stop","No info",144
"Jet Airways","03/24/2019","Kolkata","Banglore","CCU → BOM → BLR","07:45 PM","04:45 AM","9h","1 stop","In-flight meal not included",122
"Air India","05/15/2019","Kolkata","Banglore","CCU → BOM → HBX → BLR","09:25 AM","05:20 PM","31h 55m","2 stops","No info",166
"Multiple carriers","03/21/2019","Delhi","Cochin","DEL → BOM → COK","07:00 PM","01:35 AM","6h 35m","1 stop","No info",83
"Jet Airways","05/24/2019","Banglore","Delhi","BLR → DEL","05:45 PM","08:45 PM","3h","non-stop","No info",88
"IndiGo","04/12/2019","Banglore","Delhi","BLR → DEL","06:05 AM","08:50 AM","2h 45m","non-stop","No info",61
"GoAir","05/27/2019","Delhi","Cochin","DEL → BOM → COK","07:00 AM","12:55 PM","5h 55m","1 stop","No info",70
"Multiple carriers","05/09/2019","Delhi","Cochin","DEL → IDR → BOM → COK","03:05 PM","01:30 AM","10h 25m","2 stops","No info",222
"Jet Airways","06/12/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","09:45 AM","13h 20m","1 stop","In-flight meal not included",129
"Air Asia","03/09/2019","Delhi","Cochin","DEL → BLR → COK","04:45 PM","07:10 AM","14h 25m","1 stop","No info",102
"Jet Airways","05/24/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","10:35 PM","8h 30m","1 stop","In-flight meal not included",132
"SpiceJet","06/12/2019","Kolkata","Banglore","CCU → BLR","10:20 PM","12:40 AM","2h 20m","non-stop","No info",47
"Jet Airways","03/18/2019","Banglore","New Delhi","BLR → BOM → DEL","09:25 PM","10:25 AM","13h","1 stop","No info",165
"Jet Airways","05/24/2019","Kolkata","Banglore","CCU → BOM → BLR","08:00 PM","06:15 PM","22h 15m","1 stop","In-flight meal not included",132
"Vistara","04/01/2019","Banglore","Delhi","BLR → DEL","09:00 PM","11:50 PM","2h 50m","non-stop","No info",66
"Air India","05/21/2019","Kolkata","Banglore","CCU → BLR","08:45 PM","11:20 PM","2h 35m","non-stop","No info",51
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → BOM → COK","07:15 PM","07:00 PM","23h 45m","1 stop","In-flight meal not included",129
"Air India","05/09/2019","Delhi","Cochin","DEL → HYD → MAA → COK","09:45 AM","09:25 AM","23h 40m","2 stops","No info",121
"IndiGo","06/15/2019","Mumbai","Hyderabad","BOM → HYD","07:05 PM","08:35 PM","1h 30m","non-stop","No info",34
"Air India","05/09/2019","Kolkata","Banglore","CCU → GAU → BLR","04:45 PM","09:05 PM","28h 20m","1 stop","No info",93
"Jet Airways","03/12/2019","Mumbai","Hyderabad","BOM → DEL → HYD","03:00 AM","04:35 PM","13h 35m","1 stop","No info",272
"IndiGo","03/15/2019","Banglore","New Delhi","BLR → DEL","01:00 PM","03:50 PM","2h 50m","non-stop","No info",75
"Jet Airways","03/06/2019","Mumbai","Hyderabad","BOM → BDQ → DEL → HYD","07:50 PM","04:50 PM","21h","2 stops","No info",295
"Multiple carriers","03/27/2019","Delhi","Cochin","DEL → BOM → COK","01:00 PM","01:35 AM","12h 35m","1 stop","No info",150
"SpiceJet","03/18/2019","Mumbai","Hyderabad","BOM → HYD","01:10 PM","02:30 PM","1h 20m","non-stop","No info",30
"SpiceJet","06/12/2019","Mumbai","Hyderabad","BOM → HYD","05:45 AM","07:15 AM","1h 30m","non-stop","No info",34
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","11:35 PM","14h","1 stop","No info",173
"Vistara","06/21/2019","Chennai","Kolkata","MAA → CCU","05:45 PM","08:05 PM","2h 20m","non-stop","No info",146
"IndiGo","03/03/2019","Delhi","Cochin","DEL → HYD → MAA → COK","11:55 AM","09:20 PM","9h 25m","2 stops","No info",115
"Air India","05/15/2019","Delhi","Cochin","DEL → HYD → BOM → COK","05:15 PM","07:15 PM","26h","2 stops","No info",159
"GoAir","06/09/2019","Kolkata","Banglore","CCU → HYD → BLR","06:40 AM","02:35 PM","7h 55m","1 stop","No info",45
"Jet Airways","03/06/2019","Delhi","Cochin","DEL → BOM → COK","10:20 PM","04:25 AM","6h 5m","1 stop","No info",192
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → IDR → BOM → COK","09:25 PM","12:35 PM","15h 10m","2 stops","No info",154
"Jet Airways Business","03/01/2019","Banglore","New Delhi","BLR → MAA → DEL","09:45 AM","02:25 PM","4h 40m","1 stop","Business class",698
"Vistara","04/06/2019","Banglore","Delhi","BLR → DEL","09:45 AM","12:35 PM","2h 50m","non-stop","No info",68
"Multiple carriers","03/21/2019","Delhi","Cochin","DEL → BOM → COK","04:45 AM","07:15 PM","14h 30m","1 stop","No info",81
"Jet Airways","06/27/2019","Mumbai","Hyderabad","BOM → HYD","07:35 PM","09:05 PM","1h 30m","non-stop","No info",69
"Jet Airways","03/21/2019","Banglore","New Delhi","BLR → BOM → DEL","10:50 PM","07:40 AM","8h 50m","1 stop","In-flight meal not included",86
"IndiGo","03/09/2019","Kolkata","Banglore","CCU → BLR","02:20 PM","04:55 PM","2h 35m","non-stop","No info",51
"Air India","03/03/2019","Banglore","New Delhi","BLR → VGA → DEL","10:30 AM","10:55 PM","12h 25m","1 stop","No info",134
"Air India","05/18/2019","Delhi","Cochin","DEL → MAA → COK","06:05 AM","09:25 AM","27h 20m","1 stop","No info",91
"IndiGo","05/12/2019","Kolkata","Banglore","CCU → BLR","10:15 PM","12:50 AM","2h 35m","non-stop","No info",59
"Jet Airways","05/12/2019","Mumbai","Hyderabad","BOM → HYD","02:55 AM","04:20 AM","1h 25m","non-stop","In-flight meal not included",49
"Air India","06/27/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",85
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → BOM → COK","04:00 PM","07:00 PM","27h","1 stop","In-flight meal not included",125
"Air Asia","06/12/2019","Banglore","Delhi","BLR → DEL","11:55 PM","02:45 AM","2h 50m","non-stop","No info",41
"Air India","03/09/2019","Delhi","Cochin","DEL → BLR → COK","08:30 PM","11:00 PM","26h 30m","1 stop","No info",99
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","07:00 PM","16h 45m","1 stop","No info",179
"Multiple carriers","06/03/2019","Delhi","Cochin","DEL → BOM → COK","06:00 AM","07:00 PM","13h","1 stop","No info",162
"GoAir","03/03/2019","Banglore","New Delhi","BLR → DEL","07:45 AM","10:40 AM","2h 55m","non-stop","No info",88
"Air Asia","05/09/2019","Delhi","Cochin","DEL → BLR → COK","04:45 PM","07:10 AM","14h 25m","1 stop","No info",90
"Jet Airways","05/24/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","08:15 AM","11h 5m","1 stop","No info",173
"Jet Airways","03/01/2019","Banglore","New Delhi","BLR → BOM → DEL","07:00 AM","05:05 AM","22h 5m","1 stop","No info",328
"Air India","05/12/2019","Mumbai","Hyderabad","BOM → HYD","07:30 PM","08:45 PM","1h 15m","non-stop","No info",44
"Multiple carriers","06/03/2019","Delhi","Cochin","DEL → BOM → COK","11:40 AM","07:15 PM","7h 35m","1 stop","No info",110
"Air India","05/27/2019","Kolkata","Banglore","CCU → BLR","08:45 PM","11:20 PM","2h 35m","non-stop","No info",51
"Jet Airways","05/09/2019","Delhi","Cochin","DEL → BHO → BOM → COK","05:30 AM","12:35 PM","7h 5m","2 stops","In-flight meal not included",190
"SpiceJet","06/15/2019","Mumbai","Hyderabad","BOM → HYD","01:15 PM","02:45 PM","1h 30m","non-stop","No info",25
"Air India","05/15/2019","Kolkata","Banglore","CCU → DEL → AMD → BLR","10:00 AM","05:25 AM","19h 25m","2 stops","No info",176
"GoAir","06/15/2019","Kolkata","Banglore","CCU → BLR","03:20 PM","05:55 PM","2h 35m","non-stop","No info",43
"IndiGo","05/27/2019","Delhi","Cochin","DEL → BOM → COK","06:35 PM","01:30 AM","6h 55m","1 stop","No info",81
"Jet Airways","06/15/2019","Delhi","Cochin","DEL → AMD → BOM → COK","11:05 PM","04:25 AM","29h 20m","2 stops","No info",187
"Air India","03/09/2019","Banglore","New Delhi","BLR → DEL","09:10 PM","11:55 PM","2h 45m","non-stop","No info",93
"Jet Airways","06/01/2019","Delhi","Cochin","DEL → BOM → COK","11:30 AM","04:25 AM","16h 55m","1 stop","In-flight meal not included",125
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","04:20 PM","9h 50m","1 stop","In-flight meal not included",132
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → JAI → BOM → COK","09:40 AM","04:25 AM","18h 45m","2 stops","No info",159
"Air India","05/18/2019","Kolkata","Banglore","CCU → GAU → BLR","04:45 PM","09:05 PM","28h 20m","1 stop","No info",96
"IndiGo","05/15/2019","Delhi","Cochin","DEL → COK","02:25 PM","05:40 PM","3h 15m","non-stop","No info",80
"Air India","03/15/2019","Banglore","New Delhi","BLR → COK → DEL","06:55 AM","11:20 PM","16h 25m","1 stop","No info",85
"IndiGo","06/01/2019","Banglore","Delhi","BLR → DEL","06:55 PM","09:50 PM","2h 55m","non-stop","No info",59
"Air India","05/21/2019","Banglore","Delhi","BLR → DEL","05:45 AM","08:45 AM","3h","non-stop","No info",85
"Jet Airways","06/12/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","06:15 PM","11h 45m","1 stop","In-flight meal not included",121
"Jet Airways","03/12/2019","Banglore","New Delhi","BLR → MAA → DEL","09:45 AM","04:00 PM","6h 15m","1 stop","No info",150
"Air India","06/12/2019","Kolkata","Banglore","CCU → BBI → HYD → BLR","09:10 AM","11:05 AM","25h 55m","2 stops","No info",75
"SpiceJet","05/01/2019","Chennai","Kolkata","MAA → CCU","09:45 AM","12:00 PM","2h 15m","non-stop","No check-in baggage included",43
"Air India","03/06/2019","Delhi","Cochin","DEL → AMD → BOM → COK","04:40 PM","07:15 PM","26h 35m","2 stops","No info",154
"SpiceJet","05/18/2019","Banglore","Delhi","BLR → DEL","09:10 PM","12:05 AM","2h 55m","non-stop","No check-in baggage included",48
"Air India","03/15/2019","Banglore","New Delhi","BLR → MAA → DEL","11:50 AM","11:35 AM","23h 45m","1 stop","No info",85
"Vistara","03/24/2019","Kolkata","Banglore","CCU → DEL → BLR","05:00 PM","06:45 PM","25h 45m","1 stop","No info",160
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","07:00 PM","10h","1 stop","No info",196
"Multiple carriers","03/09/2019","Delhi","Cochin","DEL → BOM → COK","06:40 AM","07:15 PM","12h 35m","1 stop","No info",160
"Air India","05/03/2019","Banglore","Delhi","BLR → DEL","01:20 PM","04:10 PM","2h 50m","non-stop","No info",75
"IndiGo","06/12/2019","Banglore","Delhi","BLR → DEL","04:55 PM","07:55 PM","3h","non-stop","No info",59
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","04:40 AM","9h 45m","1 stop","No info",170
"Jet Airways","04/03/2019","Banglore","Delhi","BLR → DEL","06:55 PM","10:00 PM","3h 5m","non-stop","In-flight meal not included",55
"Air India","04/15/2019","Kolkata","Banglore","CCU → BLR","08:45 PM","11:20 PM","2h 35m","non-stop","No info",51
"SpiceJet","04/06/2019","Banglore","Delhi","BLR → DEL","09:10 PM","12:05 AM","2h 55m","non-stop","No check-in baggage included",48
"Vistara","06/01/2019","Chennai","Kolkata","MAA → CCU","05:45 PM","08:05 PM","2h 20m","non-stop","No info",146
"IndiGo","06/27/2019","Delhi","Cochin","DEL → MAA → COK","02:00 AM","07:25 AM","5h 25m","1 stop","No info",69
"Air India","03/27/2019","Delhi","Cochin","DEL → AMD → BOM → COK","04:40 PM","07:15 PM","26h 35m","2 stops","No info",106
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","10:35 PM","6h 5m","1 stop","In-flight meal not included",132
"Multiple carriers","06/24/2019","Delhi","Cochin","DEL → HYD → COK","07:05 AM","04:10 PM","9h 5m","1 stop","No info",120
"IndiGo","04/09/2019","Banglore","Delhi","BLR → DEL","04:00 AM","06:50 AM","2h 50m","non-stop","No info",48
"Air India","03/03/2019","Banglore","New Delhi","BLR → BOM → AMD → DEL","05:25 PM","08:45 AM","15h 20m","2 stops","No info",141
